name,state,Full Address,lat,lng,phone,email,providesPrep,providesPep,freeSTIscreening
KK Biawak,Sarawak,"KK Biawak, Kampung Biawak, 94500 Lundu, Sarawak, 94500, Lundu, Sarawak",,,082-322977,,FALSE,FALSE,TRUE
KK Bintangor,Sarawak,"KK Bintangor, Pekan Bintagor, 96500 Bintagor, Sarawak, 96500, Meradong, Sarawak",,,084-693333,,FALSE,FALSE,TRUE
KK Braang Bayor,Sarawak,"KK Braang Bayor, KM 20 Jalan Puncak Borneo, 93050, Kuching, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Bruit,Sarawak,"KK Bruit, Lot 38 Block 4 Bruit Land District, 96200, Daro, Sarawak",,,019-4535893 ,,FALSE,FALSE,TRUE
KK Bunan Gega,Sarawak,"KK Bunan Gega, Kampung Bunan Gega, 94750 Tebakang, 94750, Tebedu, Sarawak",,,082-895497,,FALSE,FALSE,TRUE
KK Buntal,Sarawak,"KK Buntal, Jalan Tengah, 93050 Kuching, 93050, Kuching, Sarawak",,,082-846493,,FALSE,FALSE,TRUE
KK Bunuk,Sarawak,"KK Bunuk, Klinik Jalan Puncak Borneo, 93250 Kuching, 93250, Kuching, Sarawak",,,082-765963,,FALSE,FALSE,TRUE
KK Chemenong,Sarawak,"KK Chemenong, Kampung Chemenong, 96850 Song, Sarawak, 96850, Song, Sarawak",,,084-777333 (,,FALSE,FALSE,TRUE
KK Daro,Sarawak,"KK Daro, Klinik Kesihatan Daro Sementara, d/a Hospital Daro, Jalan Itol, 96200, Daro, Sarawak",,,084-823333,,FALSE,FALSE,TRUE
KK Debak,Sarawak,"KK Debak, Debak, Saribas, 95500 Betong, 95500, Betong, Sarawak",,,083-464570,,FALSE,FALSE,TRUE
KK Durin,Sarawak,"KK Durin, Klinik Kesihatan Durin, Jln Durin, 96000 Sibu, Sarawak, 96000, Sibu, Sarawak",,,084-736108,,FALSE,FALSE,TRUE
KK Engkilili,Sarawak,"KK Engkilili, Pekan Engkilili, 95900 Sri Aman , 95900, Lubok Antu, Sarawak",,,083-563004,,FALSE,FALSE,TRUE
KK Ensengei,Sarawak,"KK Ensengei, Kampung Ensengei, 94700 Serian, Sarawak, 94700, Serian, Sarawak",,,082-325201,,FALSE,FALSE,TRUE
KK Gedong,Sarawak,"KK Gedong, Kampung Gedong, 94800 Simunjan, Sarawak, 94300, Simunjan, Sarawak",,,082-781499,,FALSE,FALSE,TRUE
KK Jalan Lanang,Sarawak,"KK Jalan Lanang, Poliklinik Lanang, Jln Ulu Lanang, Sibu, 96000 Sarawak, 96000, Sibu, Sarawak",,,084-210433,,FALSE,FALSE,TRUE
KK Jalan Oya,Sarawak,"KK Jalan Oya, Klinik Kesihatan Oya, Jalan Oya, 96000 Sibu, Sarawak, 96000, Sibu, Sarawak",,,084-323355,,FALSE,FALSE,TRUE
KK Jambatan Suai,Sarawak,"KK Jambatan Suai, Jambatan Suai, 98000 Miri, Sarawak, 98000, Subis, Sarawak",,,085-474722,,FALSE,FALSE,TRUE
KK Jemukan,Sarawak,"KK Jemukan, Kampung Jemukan, 94600 Asajaya, 94600, Asajaya, Sarawak",,,082-827604,,FALSE,FALSE,TRUE
KK Jepak,Sarawak,"KK Jepak, Jln Jepak Kuala Tatau, 97000 Bintulu Sarawak, 97000, Bintulu, Sarawak",,,086-201089,,FALSE,FALSE,TRUE
KK Julau,Sarawak,"KK Julau, Pekan Julau, 96600 Julau, 96600, Julau, Sarawak",,,084-734253,,FALSE,FALSE,TRUE
KK Kabong,Sarawak,"KK Kabong, Kabong, 94650 Betong, Sarawak, 94650, Kabong, Sarawak",,,083-411211,,FALSE,FALSE,TRUE
KK Kakus,Sarawak,"KK Kakus, Kakus, 97000 Bintulu, Sarawak, 97000, Tatau, Sarawak",,,086-474302,,FALSE,FALSE,TRUE
KK Kampung Teh,Sarawak,"KK Kampung Teh, Lot 234 Block 109 Mukah Land Distrcit,96400 Mukah, Sarawak, 96300, Mukah, Sarawak",,,084-805733,,FALSE,FALSE,TRUE
KK Kapit,Sarawak,"KK Kapit, Jalan Bleteh, 96800, Kapit, 96800, Kapit, Sarawak",,,084-799661,,FALSE,FALSE,TRUE
KK Kedup,Sarawak,"KK Kedup, Kampung Mentong Merauh, 94700 Serian, Sarawak, 94700, Serian, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Kemalih,Sarawak,"KK Kemalih, Klinik Kesihatan Kemalih,Ulu Entabai, 96150 Pakan, Sarawak, 96150, Pakan, Sarawak",,,019-8122716,,FALSE,FALSE,TRUE
KK Kota Samarahan,Sarawak,"KK Kota Samarahan, Kota Samarahan, Jalan Datuk Muhamad Musa, 94300 Kota Samarahan, Sarawak, 94300, Samarahan, Sarawak",,,082-673626,,FALSE,FALSE,TRUE
KK Kota Sentosa,Sarawak,"KK Kota Sentosa, Kota Sentosa, Jalan Stakan 93250 Kuching, 93250, Kuching, Sarawak",,,082-626080 ,,FALSE,FALSE,TRUE
KK Krokong,Sarawak,"KK Krokong, Jalan Bau Serikin, Kampung Krokong, Bau, 93250, Bau, Sarawak",,,082-763116,,FALSE,FALSE,TRUE
KK Kuala Balingian,Sarawak,"KK Kuala Balingian, Quarters MM 3/1 MPOM, Jalan Mukah - Selangau, 96400, Mukah, Sarawak",,,084-484265,,FALSE,FALSE,TRUE
KK Kuala Igan,Sarawak,"KK Kuala Igan, Lot 2217 Block Jemoreng Land District, Matu, Sarawak, 96300, Matu, Sarawak",,,084-848306,,FALSE,FALSE,TRUE
KK Kuala Lawas,Sarawak,"KK Kuala Lawas, Bandar Kuala Lawas, 98850 Lawas, 98850, Lawas, Sarawak",,,011-211549,,FALSE,FALSE,TRUE
KK Kuala Matu,Sarawak,"KK Kuala Matu, Lot 30 Matu Town District, Matu, Sarawak, 96250, Matu, Sarawak",,,084-807618,,FALSE,FALSE,TRUE
KK Kuala Medalam,Sarawak,"KK Kuala Medalam, Pekan Kuala Mendalam, 98700 Limbang , 99700, Limbang, Sarawak",,,085-211166 (,,FALSE,FALSE,TRUE
KK Kuala Oya,Sarawak,"KK Kuala Oya, Lot 467 Block 15 Oya-Dalat Land District, 96300, Dalat, Sarawak",,,084-865231,,FALSE,FALSE,TRUE
KK Kuala Rejang,Sarawak,"KK Kuala Rejang, Lot 354 Block 1 Kedang Land District, Daro, 96150, Tanjung Manis, Sarawak",,,084-612368,,FALSE,FALSE,TRUE
KK Kuala Tatau,Sarawak,"KK Kuala Tatau, Kampung Kuala Tatau, 97200 Bintulu, Sarawak, 97200, Tatau, Sarawak",,,086-326287,,FALSE,FALSE,TRUE
KK Labang,Sarawak,"KK Labang, Klinik Kesihatan Labang, Sebauh, Bintulu, Sarawak, 97000, Sebauh, Sarawak",,,086-858200 (,,FALSE,FALSE,TRUE
KK Ladang Tiga,Sarawak,"KK Ladang Tiga, Pekan Ladang Tiga, 98000 Miri, Sarawak, 98120, Subis, Sarawak",,,085-424722 (,,FALSE,FALSE,TRUE
KK Lassi,Sarawak,"KK Lassi, Kampung Lassi, 96600 Julau, 96600, Julau, Sarawak",,,084-734253 0,,FALSE,FALSE,TRUE
KK Lawas,Sarawak,"KK Lawas, Lot 335-338, Jalan Hospital, 98850, Lawas, Sarawak",,,085-284870 ,,FALSE,FALSE,TRUE
KK Ldg. Sawit,Sarawak,"KK Ldg. Sawit, Lot 2 Block 6, Sikat Land District, 96400 Mukah, Sarawak, 96400, Mukah, Sarawak",,,084-805166,,FALSE,FALSE,TRUE
KK Lingga,Sarawak,"KK Lingga, Kampung Lingga, 95007 Sri Aman, Sarawak, 94500, Sri Aman, Sarawak",,,083-496223,,FALSE,FALSE,TRUE
KK Lio Mato,Sarawak,"KK Lio Mato, Kampung Lio Mato, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Banga,Sarawak,"KK Long Banga, Rumah Panjang Long Banga, 98050 Baram, Sarawak, 98050, Miri, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Bedian,Sarawak,"KK Long Bedian, Rumah Panjang Long Bedian, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,011-295192,,FALSE,FALSE,TRUE
KK Long Bemang,Sarawak,"KK Long Bemang, Rumah Panjang Long Bemang, 98050 Baram, Sarawak, 98050, Marudi, Sarawak",,,085-755511 (,,FALSE,FALSE,TRUE
KK Long Busang,Sarawak,"KK Long Busang, Klinik Kesihatan Long Busang, Belaga, 96900, Bukit Mabong, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Jeeh,Sarawak,"KK Long Jeeh, Kampung Long Jeeh, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Jegan,Sarawak,"KK Long Jegan, Kampung Long Jegan,98050 Baram, Sarawak, 98050, Beluru, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Jekitan,Sarawak,"KK Long Jekitan, d/a Pejabat Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau, 98000, Telang Usan, Sarawak",,,085-424722,,FALSE,FALSE,TRUE
KK Long Kevok,Sarawak,"KK Long Kevok, Kampung Long Kevok, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,013-2865608,,FALSE,FALSE,TRUE
KK Long Lama,Sarawak,"KK Long Lama, Kampung Long Lama, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,085-755511,,FALSE,FALSE,TRUE
KK Long Lellang,Sarawak,"KK Long Lellang, Kampung Long Lellang, 98050 Baram, Sarawak, 98050, Miri, Sarawak",,,085-755511 (,,FALSE,FALSE,TRUE
KK Long Loyang,Sarawak,"KK Long Loyang, Kampung Long Loyang, 98050 Baram, Sarawak, 98050, Beluru, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Miri,Sarawak,"KK Long Miri, Kampung Long Miri, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,013-2865606,,FALSE,FALSE,TRUE
KK Long Moh,Sarawak,"KK Long Moh, Kampung Long Moh, 98050 Baram, Sarawak, 98000, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Naah,Sarawak,"KK Long Naah, Kampung Long Naah, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Panai,Sarawak,"KK Long Panai, Kampung Long Panai, 98050 Baram, Sarawak, 98050, Marudi, Sarawak",,,085-755511 (,,FALSE,FALSE,TRUE
KK Long Pillah,Sarawak,"KK Long Pillah, Kampung Long Pilah, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long San,Sarawak,"KK Long San, Kampung Long San, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Semadoh,Sarawak,"KK Long Semadoh, Long Semandoh, 98850 Lawas, 98850, Lawas, Sarawak",,,085-283781 (,,FALSE,FALSE,TRUE
KK Long Seridan,Sarawak,"KK Long Seridan, Kampung Long Seridan, 98050 Baram, Sarawak, 98000, Miri, Sarawak",,,085-474722,,FALSE,FALSE,TRUE
KK Long Sukang,Sarawak,"KK Long Sukang, Long Sukang, 98850 Lawas, 98850, Lawas, Sarawak",,,085-623004,,FALSE,FALSE,TRUE
KK Long Teran,Sarawak,"KK Long Teran, Kampung Long Teran, 98050 Baram, Srawak, 98050, Beluru, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Long Teru,Sarawak,"KK Long Teru, Kampung Long Teru, 98050, Beluru, Sarawak",,,085-775100,,FALSE,FALSE,TRUE
KK Lubok Antu,Sarawak,"KK Lubok Antu, Pekan Lubok Antu, 95007 Sri Aman, 95007, Lubok Antu, Sarawak",,,083-584105,,FALSE,FALSE,TRUE
KK Lubok Tapang,Sarawak,"KK Lubok Tapang, Lubok Tapang, 97000 Bintulu, Sarawak, 97000, Sebauh, Sarawak",,,086-422233 (,,FALSE,FALSE,TRUE
KK Lusong Laku,Sarawak,"KK Lusong Laku, Kampung Lusong Laku, 96800 Belaga, 96800, Belaga, Sarawak",,,086-464147,,FALSE,FALSE,TRUE
KK Machan,Sarawak,"KK Machan, Pekan Machan, 96700 Kanowit, 96700, Kanowit, Sarawak",,,084-738116,,FALSE,FALSE,TRUE
KK Malihah,Sarawak,"KK Malihah, Lot 3144, Blok 8, Land District, 93050, Kuching, Sarawak",,,082-640431 ,,FALSE,FALSE,TRUE
KK Marudi,Sarawak,"KK Marudi, Jalan Hospital Marudi, 98050 Baram, Sarawak, 98050, Marudi, Sarawak",,,085-755511,,FALSE,FALSE,TRUE
KK Matu,Sarawak,"KK Matu, Lot 2 Block 12 Lassa Land District, Matu, Sarawak, 96000, Matu, Sarawak",,,084-832236,,FALSE,FALSE,TRUE
KK Medong,Sarawak,"KK Medong, Lot 66 Block 168 Oya Dalat Land District, 96300, Dalat, Sarawak",,,084-879236,,FALSE,FALSE,TRUE
KK Meludam,Sarawak,"KK Meludam, Meludam, Saribas, 94850 Betong, Sarawak, 94850, Pusa, Sarawak",,,083-408212,,FALSE,FALSE,TRUE
KK Mentu,Sarawak,"KK Mentu, Kampung Mentu, 94800 Simunjan, Sarawak, 94300, Simunjan, Sarawak",,,013-8123810,,FALSE,FALSE,TRUE
KK Merapok,Sarawak,"KK Merapok, Merapok, Jalan Sindumin, 98850 Lawas, 98850, Lawas, Sarawak",,,087-811090,,FALSE,FALSE,TRUE
KK Merindun,Sarawak,"KK Merindun, Merindun, 95900 Sri Aman, 95900, Lubok Antu, Sarawak",,,083-563474,,FALSE,FALSE,TRUE
KK Muara Tebas,Sarawak,"KK Muara Tebas, Jalan Muara Tebas, Off Jalan Bako, 93150, Kuching, Sarawak",,,084-444840,,FALSE,FALSE,TRUE
KK Munggu Lallang,Sarawak,"KK Munggu Lallang, Kampung Munggu Lallang, 94800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",,,082-895498,,FALSE,FALSE,TRUE
KK Nanga Atoi,Sarawak,"KK Nanga Atoi, Kampung Nanga Atoi, 95400 Saratok, Sarawak, 95400, Saratok, Sarawak",,,083-567400,,FALSE,FALSE,TRUE
KK Nanga Bangkit,Sarawak,"KK Nanga Bangkit, Kampung Nanga Bangkit, 96850 Song, Sarawak, 96850, Song, Sarawak",,,084-777333 (,,FALSE,FALSE,TRUE
KK Nanga Baoh,Sarawak,"KK Nanga Baoh, Lot 4 Block 251 Oya-Dalat Land District, 96300, Dalat, Sarawak",,,011-257494,,FALSE,FALSE,TRUE
KK Nanga Bena,Sarawak,"KK Nanga Bena, Jalan Sungai Bena, Rumah Panjang, 96800, Kapit, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Budu,Sarawak,"KK Nanga Budu, Kampung Nanga Budu, 95400 Saratok, Sarawak, 95400, Saratok, Sarawak",,,083-589300,,FALSE,FALSE,TRUE
KK Nanga Delok,Sarawak,"KK Nanga Delok, Nanga Delok, 95900 Sri Aman, Sarawak, 95900, Lubok Antu, Sarawak",,,083-322176 ,,FALSE,FALSE,TRUE
KK Nanga Engkuah,Sarawak,"KK Nanga Engkuah, Kampung Engkuah, 96850 Song, Sarawak, 96850, Song, Sarawak",,,084-777333 (,,FALSE,FALSE,TRUE
KK Nanga Ensiring,Sarawak,"KK Nanga Ensiring, Kampung Ensiring, 96600 Julau, 96600, Julau, Sarawak",,,084-775503,,FALSE,FALSE,TRUE
KK Nanga Entabai,Sarawak,"KK Nanga Entabai, Kampung Nanga Entabai, 96600 Julau, 96600, Julau, Sarawak",,,084-721005,,FALSE,FALSE,TRUE
KK Nanga Entaih,Sarawak,"KK Nanga Entaih, Kampung Entaih, 96150 Pakan , Sarawak, 96150, Pakan, Sarawak",,,084-775501,,FALSE,FALSE,TRUE
KK Nanga Entalau,Sarawak,"KK Nanga Entalau, Kampung Nanga Entalau, 95007 Sri Aman, 95007, Sri Aman, Sarawak",,,083-322176 ,,FALSE,FALSE,TRUE
KK Nanga Entawau,Sarawak,"KK Nanga Entawau, Kampung Entawau, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Gaat,Sarawak,"KK Nanga Gaat, Kampung Nanga Gaat, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Ibau,Sarawak,"KK Nanga Ibau, Kampung Nanga Ibau, Sungai Batang Rajang, 96800 Kapit, 96800, Kapit, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Jagau,Sarawak,"KK Nanga Jagau, Kampung Nanga Jagau, 96700 Kanowit , 96700, Kanowit, Sarawak",,,084-752333 ,,FALSE,FALSE,TRUE
KK Nanga Kara,Sarawak,"KK Nanga Kara, Kampung Nanga Kara, 96150 Pakan, Sarawak, 96150, Pakan, Sarawak",,,084-775502,,FALSE,FALSE,TRUE
KK Nanga Kesit,Sarawak,"KK Nanga Kesit, Nanga Kesit, 95900 Sri Aman, 95900, Lubok Antu, Sarawak",,,011-221154,,FALSE,FALSE,TRUE
KK Nanga Maong (Mujok),Sarawak,"KK Nanga Maong (Mujok), Kampung Maong, 96600 Julau, 96600, Julau, Sarawak",,,084-734253,,FALSE,FALSE,TRUE
KK Nanga Medamit,Sarawak,"KK Nanga Medamit, Kampung Nanga Merit, 98700, Limbang, Sarawak",,,085-211166 (,,FALSE,FALSE,TRUE
KK Nanga Melinau,Sarawak,"KK Nanga Melinau, Nanga Melinau, Sungai Mujong, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Merirai,Sarawak,"KK Nanga Merirai, Kampung Nanga Merirai, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Merit,Sarawak,"KK Nanga Merit, Klinik Kesihatan Nanga Merit, 96800 Kapit, Sarawak, 96800, Kapit, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Nanga Mujau,Sarawak,"KK Nanga Mujau, Nanga Lawih, 95700 Betong, 95700, Betong, Sarawak",,,084-775503,,FALSE,FALSE,TRUE
KK Nanga Mujong,Sarawak,"KK Nanga Mujong, Kampung Nanga Mujong, Sungai Mujong, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Nanga Passin,Sarawak,"KK Nanga Passin, Kampung Nanga Passin, 96000 Matu, Sarawak, 96000, Matu, Sarawak",,,017-2100009 ,,FALSE,FALSE,TRUE
KK Nanga Patoh,Sarawak,"KK Nanga Patoh, Nanga Patoh, 95900 Sri Aman, 95900, Lubok Antu, Sarawak",,,083-584105 (,,FALSE,FALSE,TRUE
KK Nanga Poi (Menalun),Sarawak,"KK Nanga Poi (Menalun), Kampung Nanga Poi, 96700 Kanowit, 96700, Kanowit, Sarawak",,,013-2865114,,FALSE,FALSE,TRUE
KK Nanga Semah,Sarawak,"KK Nanga Semah, Lot 37 Block 8 Semah  Land District, 96200, Daro, Sarawak",,,019-210006,,FALSE,FALSE,TRUE
KK Nanga Stamang,Sarawak,"KK Nanga Stamang, Nanga Stamang, 95900 Sri Aman, Sarawak, 95900, Lubok Antu, Sarawak",,,083-322176,,FALSE,FALSE,TRUE
KK Nanga Taroh,Sarawak,"KK Nanga Taroh, Lot 112 Block 110 Mukah Land District,96400 Mukah, Sarawak, 96400, Mukah, Sarawak",,,011-257484,,FALSE,FALSE,TRUE
KK Nanga Tau,Sarawak,"KK Nanga Tau, Nanga Tau, 97000 Bintulu, Sarawak, 97000, Tatau, Sarawak",,,086-479707,,FALSE,FALSE,TRUE
KK Nanga Tekalit,Sarawak,"KK Nanga Tekalit, Nanga Tekalit, 96850 Kapit, Sarawak, 96850, Song, Sarawak",,,084-777333 (,,FALSE,FALSE,TRUE
KK Nanga Tiga,Sarawak,"KK Nanga Tiga, Kampung Ng Tiga, 95700 Betong, 95700, Betong, Sarawak",,,084-775504,,FALSE,FALSE,TRUE
KK Nanga Wak,Sarawak,"KK Nanga Wak, Kampung Wak, 96150 Pakan, Sarawak, 96150, Pakan, Sarawak",,,083-434008,,FALSE,FALSE,TRUE
KK Ng Tada,Sarawak,"KK Ng Tada, Lot. 10, Section 7, Mapai Land District, Kanowit, 96700, Kanowit, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Ngungun,Sarawak,"KK Ngungun, Kampung Ngungun, 96700 Kanowit, 96700, Kanowit, Sarawak",,,013-2865113,,FALSE,FALSE,TRUE
KK Nyabor,Sarawak,"KK Nyabor, Lot 159 Block 9 Kedang Land District, Belawai, 95300, Kabong, Sarawak",,,083-411068 ,,FALSE,FALSE,TRUE
KK Nyalau,Sarawak,"KK Nyalau, Kampung Tengah Nyalau, 97000 Bintulu, 97000, Bintulu, Sarawak",,,085-776002,,FALSE,FALSE,TRUE
KK Pa' Dalih,Sarawak,"KK Pa' Dalih, Jalan Kayu Balak, 98050 Baram, Sarawak, 98050, Miri, Sarawak",,,085-755511 (,,FALSE,FALSE,TRUE
KK Padawan,Sarawak,"KK Padawan, Jalan Puncak Borneo, 93250 Kuching, 93250, Kuching, Sarawak",,,016-8566534,,FALSE,FALSE,TRUE
KK Pakan,Sarawak,"KK Pakan, Pekan Pakan, 96150 Pakan, Sarawak, 96150, Pakan, Sarawak",,,084-719226,,FALSE,FALSE,TRUE
KK Paloh,Sarawak,"KK Paloh, Perumahan STIDC, Belawai, 96250, Tanjung Manis, Sarawak",,,089-881703 ,,FALSE,FALSE,TRUE
KK Pangkalan Amo,Sarawak,"KK Pangkalan Amo, Kampung Pengkalan Amo, 94700 Serian, Sarawak, 94700, Tebedu, Sarawak",,,013-5680129,,FALSE,FALSE,TRUE
KK Pantai Damai,Sarawak,"KK Pantai Damai, Bandar Baru, Semariang,93050 Petrajaya, Kuching, Sarawak, 93050, Kuching, Sarawak",,,082-312995,,FALSE,FALSE,TRUE
KK Pantu,Sarawak,"KK Pantu, Pekan Pantu, 95007 Sri Aman, Sarawak, 95000, Sri Aman, Sarawak",,,083-545228,,FALSE,FALSE,TRUE
KK Passai Siong,Sarawak,"KK Passai Siong, Passai Siong, 96000 Sibu, Sarawak, 96000, Sibu, Sarawak",,,084-861200,,FALSE,FALSE,TRUE
KK Penganan,Sarawak,"KK Penganan, Penganan, 98700 Limbang, 98700, Limbang, Sarawak",,,085-211166 (,,FALSE,FALSE,TRUE
KK Petra Jaya,Sarawak,"KK Petra Jaya, Lot 8196,8197,8200,8201 dan 3218 SECT.018,K.T.L.D., Jalan Siol Kanan, Petra Jaya, Kuching, Sarawak, 93050, Kuching, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Punan Bah,Sarawak,"KK Punan Bah, Kampung Punan Bah, 96800 Belaga, 96800, Belaga, Sarawak",,,086-479705,,FALSE,FALSE,TRUE
KK Pusa,Sarawak,"KK Pusa, Pekan Pusa, 94950 Betong, Sarawak, 94950, Pusa, Sarawak",,,083-465155,,FALSE,FALSE,TRUE
KK Rassau,Sarawak,"KK Rassau, Lot 1037 Block 12 Jemoreng Land District, 96250 Matu, Sarawak, 96000, Matu, Sarawak",,,010-8771382,,FALSE,FALSE,TRUE
KK Roban,Sarawak,"KK Roban, Pekan Kechil Roban, 95300 Saratok, Sarawak, 95300, Saratok, Sarawak",,,083-427244,,FALSE,FALSE,TRUE
KK Sadong Jaya,Sarawak,"KK Sadong Jaya, Kampung Sadong Jaya, 94600 Asajaya, 94600, Asajaya, Sarawak",,,082-821248,,FALSE,FALSE,TRUE
KK Samarindah,Sarawak,"KK Samarindah, Sub.lot 669 Jln Samarindah, Taman Samarindah, 94300 Kota Samarahan, Sarawak, 94300, Samarahan, Sarawak",,,082-370214 ,,FALSE,FALSE,TRUE
KK Sambir,Sarawak,"KK Sambir, Kampung Sambir, 94300 Kota Samarahan, Sarawak, 94600, Samarahan, Sarawak",,,082-436384,,FALSE,FALSE,TRUE
KK Sampadi,Sarawak,"KK Sampadi, Kampung Sampadi, 94500 Lundu, Sarawak, 94500, Lundu, Sarawak",,,082-735311 (,,FALSE,FALSE,TRUE
KK Sangan,Sarawak,"KK Sangan, Sangan, 97000 Bintulu , 97000, Tatau, Sarawak",,,086-581047 ,,FALSE,FALSE,TRUE
KK Santubong,Sarawak,"KK Santubong, Jalan Sultan Tengah, 93050 Kuching, 93050, Kuching, Sarawak",,,082-846439,,FALSE,FALSE,TRUE
KK Sarikei,Sarawak,"KK Sarikei, Sarikei, Jalan Hospital Lama, 96100 Sarikei, Sarawak, 96100, Sarikei, Sarawak",,,084-658652,,FALSE,FALSE,TRUE
KK Sebangan,Sarawak,"KK Sebangan, Pekan Sebangan, 94800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",,,083-468337,,FALSE,FALSE,TRUE
KK Sebauh,Sarawak,"KK Sebauh, Pekan Sebauh, 97000 Bintulu, Sarawak, 97000, Sebauh, Sarawak",,,086-422233,,FALSE,FALSE,TRUE
KK Sebuyau,Sarawak,"KK Sebuyau, Pekan Sebuyau, 94300 Kota Samarahan, Sarawak, 94300, Simunjan, Sarawak",,,082-467126,,FALSE,FALSE,TRUE
KK Sekalong,Sarawak,"KK Sekalong, Kampung Sekalong, 96600 Julau, 96600, Julau, Sarawak",,,084-394825,,FALSE,FALSE,TRUE
KK Sekeroh,Sarawak,"KK Sekeroh, Sungai Sekeroh, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",,,084-796404 (,,FALSE,FALSE,TRUE
KK Sekuau,Sarawak,"KK Sekuau, Kampung Sekau, 96000 Selangau, Sarawak, 96000, Selangau, Sarawak",,,084-805193,,FALSE,FALSE,TRUE
KK Selangau,Sarawak,"KK Selangau, Kampung Selangau, 96000 Selangau, Sarawak, 96000, Selangau, Sarawak",,,084-894320,,FALSE,FALSE,TRUE
KK Semarang,Sarawak,"KK Semarang, Pekan Semarang, Pusa, 94950 Bentong, Sarawak, 94950, Pusa, Sarawak",,,083-468007,,FALSE,FALSE,TRUE
KK Sematan,Sarawak,"KK Sematan, Jalan Sungai Kilang, Sematan, 94100 Lundu, Sarawak, 94100, Lundu, Sarawak",,,082-711340,,FALSE,FALSE,TRUE
KK Semera,Sarawak,"KK Semera, Kampunga Samera, 94600 Asajaya, 94600, Asajaya, Sarawak",,,082-826372,,FALSE,FALSE,TRUE
KK Senadin,Sarawak,"Lot 1014, Tingkat Bawah, Blok 5, Kuala Baram Land District, Desa Senadin 7",,,085-628244,,FALSE,FALSE,TRUE
KK Sepupok,Sarawak,"KK Sepupok, Jalan Batu Niah, Pekan Sepupok, Niah, 98200 Miri, Sarawak, 98200, Subis, Sarawak",,,014-5859679,,FALSE,FALSE,TRUE
KK Serasot,Sarawak,"KK Serasot, Kampung Serasot, 93250 Bau, 93250, Bau, Sarawak",,,082-371036,,FALSE,FALSE,TRUE
KK Sesok,Sarawak,"KK Sesok, Lot 136, Blok 109 (sesok) Mukah Land District, 96400, Mukah, Sarawak",,,084-873301 ,,FALSE,FALSE,TRUE
KK Sibu Jaya,Sarawak,"KK Sibu Jaya, Klinik Kesihatan Sibu Jaya, 96000 Sibu, Sarawak, 96000, Sibu, Sarawak",,,-,,FALSE,FALSE,TRUE
KK Siburan,Sarawak,"KK Siburan, KM 27, Jalan Kuching/Serian, 93250 Kuching, Sarawak, 94200, Serian, Sarawak",,,082-864202,,FALSE,FALSE,TRUE
KK Simpang Bukut,Sarawak,"Lot 19, Block 12, Bawan Land District, Simpang Bukut, 96400 Mukah, Sarawak",,,,,FALSE,FALSE,TRUE
KK Singai,Sarawak,"KK Singai, Jalan Kawah, Kampung Singai, 93250 Bau, 93250, Bau, Sarawak",,,082-765499,,FALSE,FALSE,TRUE
