name,state,Full Address,Country,lat,lng,providesPrep,providesPep,freeSTIscreening,googlePlaceId,phone,email
KK Kuala Sapi,Sabah,"KK Kuala Sapi, Kampung Kuala Sapi, Sapi, Beluran, 90108, Beluran, Sabah",Malaysia,5.8214773,117.4374216,FALSE,FALSE,TRUE,ChIJy3fQtz5POTIRBX0CSKcRMos,088-552602,
KK Kuala Tomani,Sabah,"KK Kuala Tomani, Kampung Kuala Tomani, Tenom, 89907, Tenom, Sabah",Malaysia,4.8507155,115.8887589,FALSE,FALSE,TRUE,ChIJ7yADE0A7PTIRxiVPnU5jPe8,087-721917,
KK Kuamut,Sabah,"KK Kuamut, Pekan Kuamut, Kuamut, Kinabatangan, 90200, Kinabatangan, Sabah",Malaysia,5.5226164,118.2589385,FALSE,FALSE,TRUE,ChIJE-aoFhA3PzIR64XljShLMe4,088-661533,
KK Kundasang,Sabah,"KK Kundasang, Jalan Kampung Lembah Permai, Ranau, 89308, Ranau, Sabah",Malaysia,5.9932364,116.5737797,FALSE,FALSE,TRUE,ChIJFW4Ku7qZOzIRr-nrKhL7QEk,088-666102,
KK Lahad Datu,Sabah,"KK Lahad Datu, Jalam Silam, Bandar Lahad Datu, Lahad Datu, 91120, Lahad Datu, Sabah",Malaysia,5.0254149,118.3301226,FALSE,FALSE,TRUE,ChIJR7DZSbmfPzIRNanrJ7mCqtY,089-811912,
KK Langkon,Sabah,"KK Langkon, Kampung Langkon, Kudat, 89059, Kota Marudu, Sabah",Malaysia,6.538835,116.7031508,FALSE,FALSE,TRUE,ChIJd27SuU5BOjIRaOXiiS7ZO7U,087-831066,
KK Likas,Sabah,"KK Likas, Jalan Haiwan, Kampung Likas, Kota Kinabalu, 88300, Kota Kinabalu, Sabah",Malaysia,5.9973535,116.1125778,FALSE,FALSE,TRUE,EkdKYWxhbiBMaWthcyAmIEphbGFuIEthbXB1bmcgTGlrYXMsIDg4NDUwIEtvdGEgS2luYWJhbHUsIFNhYmFoLCBNYWxheXNpYSJmImQKFAoSCW8alfTnazsyEXn00cyFRJM-EhQKEglvGpX052s7MhF59NHMhUSTPhoUChIJ0fkxaedrOzIRgZMpmtmluJMaFAoSCdlaVL7dazsyES4I2EolgknnIgoNnx-TAxWSXzVF,088-421694,
KK Lingkabau,Sabah,"KK Lingkabau, Kampung Lingkabau, Lingkabau, Beluran, 90108, Beluran, Sabah",Malaysia,6.1660826,117.196959,FALSE,FALSE,TRUE,ChIJyT6z8DV9OTIRhhBp8ZosXqM,013-8973550,
KK Lohan,Sabah,"KK Lohan, Jalan Air Panas Poring, Kg Lohan, Ranau, 89308, Ranau, Sabah",Malaysia,6.0457242,116.7033598,FALSE,FALSE,TRUE,ChIJg8qAduK9OzIR6pY28dcSEm4,088-894000,
KK Long Pasia,Sabah,"KK Long Pasia, Kampung Long Pasia, Long Pasia, Sipitang, 89657, Sipitang, Sabah",Malaysia,4.4059122,115.7280496,FALSE,FALSE,TRUE,ChIJVX8JVWH3FzIRO4PM4ZBvQeA,087-773854,
KK Mansiat,Sabah,"KK Mansiat, Kg Mansiat, Sook, Keningau, 89007, Keningau, Sabah",Malaysia,5.450333,116.5595142,FALSE,FALSE,TRUE,ChIJ-48ASnVnPDIR1zG_2pjjCok,087-391158,
KK Matunggong,Sabah,"KK Matunggong, Kg. Matunggong, Matunggong, Kudat, 89059, Kudat, Sabah",Malaysia,6.706133,116.7269828,FALSE,FALSE,TRUE,ChIJjQLVb79rOjIRftSuDFfBejw,088-612381,
KK Melalap,Sabah,"KK Melalap, Pekan Melalap, Tenom, 89907, Tenom, Sabah",Malaysia,5.1228438,115.9436677,FALSE,FALSE,TRUE,ChIJL69ffiwnPTIRtG8Gt6gXicQ,089-719004,
KK Meligan,Sabah,"KK Meligan, Kampung Meligan, Meligan, Sipitang, 89857, Sipitang, Sabah",Malaysia,4.683333,115.7,FALSE,FALSE,TRUE,ChIJw5ZMmPpSPTIRB4gjmw8I4zg,087-811134,
KK Membakut,Sabah,"KK Membakut, Pekan Membakut, Beaufort, Peti Surat 173, Membakut, 89728, 89728, Beaufort, Sabah",Malaysia,5.4728283,115.7967641,FALSE,FALSE,TRUE,ChIJlfk02y62PDIRxFpmk-DkQaM,087-887541,
KK Mendolong,Sabah,"KK Mendolong, Kampung Mendulong, Mendulong, Sipitang, 89857, Sipitang, Sabah",Malaysia,4.916667,115.766667,FALSE,FALSE,TRUE,ChIJNxZCfJg2PTIRxRRt3nf-HiE,087-821066 (,
KK Menggatal,Sabah,"KK Menggatal, Jalan Tuaran Lama, Pekan Menggatal, Kota Kinabalu, 88300, Kota Kinabalu, Sabah",Malaysia,6.0296205,116.158385,FALSE,FALSE,TRUE,ChIJ4WBb0GFsOzIRF3YM9m66MFA,088-492057,
KK Mengkawagu,Sabah,"KK Mengkawagu, Jalan Tongod, Kampung Mengkawagu, 89320, Tongod, Sabah",Malaysia,5.2798905,116.9504219,FALSE,FALSE,TRUE,ChIJnYVvpZI6PDIRqpL27pLyjv8,088-782830,
KK Menumbok,Sabah,"KK Menumbok, Pekan Menumbok, Menumbok, Kuala Penyu, 89807, Kuala Penyu, Sabah",Malaysia,5.3165794,115.3696844,FALSE,FALSE,TRUE,ChIJW9J-n1sjIzIRK6j4rwJ7N9U,088-671526,
KK Merotai Besar,Sabah,"KK Merotai Besar, Jalan SMK Merotai, Tawau, 91000, Tawau, Sabah",Malaysia,4.4204015,117.7760577,FALSE,FALSE,TRUE,ChIJi9wOjWaGFTIRLMuaG37ghDc,089-797100,
KK Mesej Pangi,Sabah,"KK Mesej Pangi, Pejabat Kesihatan Daerah Kunak, Peti Surat 06, 91207, Kunak, Sabah",Malaysia,4.6871976,118.250595,FALSE,FALSE,TRUE,ChIJzyrrpBjIPzIRbWyvjAWK2Kk,089-851733,
KK Minusoh,Sabah,"KK Minusoh, Kampung Minusoh, Kinabatangan, 89320, Tongod, Sabah",Malaysia,5.586506,117.8500842,FALSE,FALSE,TRUE,ChIJA7nEGRL8PjIR3nH4yJBJ0XA,088-782349,
KK Nabawan,Sabah,"KK Nabawan, Pekan Nabawan, Pesiangan, 89957, Nabawan, Sabah",Malaysia,5.0436159,116.4357424,FALSE,FALSE,TRUE,ChIJR5CT9x8GPTIRcdTUvSGctVg,087-366220,
KK Nangka Lotong,Sabah,"KK Nangka Lotong, Kg Lotong, Lotong, Kudat, 89058, Kudat, Sabah",Malaysia,6.7418717,116.8095585,FALSE,FALSE,TRUE,ChIJ6_qPSMUTOjIRvhmrbOPMVmI,088-613702,
KK Nangoh Rumedi,Sabah,"KK Nangoh Rumedi, Kampung Nangoh Rumedi, Nangoh, Beluran, 90108, Beluran, Sabah",Malaysia,5.9539454,117.3167518,FALSE,FALSE,TRUE,ChIJBeU9l_dcOTIR22ts2DgeY-E,019-8500990,
KK Narandang,Sabah,"KK Narandang, Kampung Garau, Narandang, Kudat, 89059, Kudat, Sabah",Malaysia,6.7806882,116.7505206,FALSE,FALSE,TRUE,ChIJYe3-DAZtOjIR2ghQBe2U3Xg,088-896609,
KK Padas Damit,Sabah,"KK Padas Damit, Kampung Padas Damit, Beaufort, 89807, Beaufort, Sabah",Malaysia,5.3383925,115.5430932,FALSE,FALSE,TRUE,ChIJF4ClacIxIzIRNgIgNkxMsmQ,087-209653,
KK Pagalungan,Sabah,"KK Pagalungan, Simpang Tiga Sungai Pensiangan Lolongan, Kampung Pagalungan, Pensiangan, 89957, Nabawan, Sabah",Malaysia,4.544705,116.311798,FALSE,FALSE,TRUE,ChIJ0cx6i_B9PTIR4c0pMXPDlbg,087-773005,
KK Paginatan,Sabah,"KK Paginatan, Kampung Paginatan, Ranau, 89308, Ranau, Sabah",Malaysia,5.769795,116.822038,FALSE,FALSE,TRUE,ChIJm7T9wOf0OzIRiLZzAVRR-KQ,088-959027,
KK Paitan,Sabah,"KK Paitan, Pekan Paitan, Paitan, Beluran, 90108, Beluran, Sabah",Malaysia,6.392428,117.38468,FALSE,FALSE,TRUE,ChIJoUopVwCbOTIRwoPRqu9C52E,089-262005,
KK Pantai,Sabah,"KK Pantai, Kampung Pantai, Pantai, 89108, Pitas, Sabah",Malaysia,6.7298525,117.054136,FALSE,FALSE,TRUE,ChIJSQZBn90bOjIR0mguuh9ahpg,088-684940,
KK Patau,Sabah,"KK Patau, Jalan Tambunan-Ranau, KM 12, Tambunan, 89650, Tambunan, Sabah",Malaysia,5.7602558,116.4451556,FALSE,FALSE,TRUE,ChIJ8y1G6DKBOzIRGSq-PcIl5qE,089-902601,
KK Penampang,Sabah,"KK Penampang, KM 12, Jalan Tambunan, WDT 29, Penampang, Sabah, 89500, Penampang, Sabah",Malaysia,5.915295,116.1169826,FALSE,FALSE,TRUE,Ej5KYWxhbiBQZW5hbXBhbmcgVGFtYnVuYW4sIDg5NTAwIEtvdGEgS2luYWJhbHUsIFNhYmFoLCBNYWxheXNpYSIuKiwKFAoSCf8l6LygaDsyEclcJfiP1f8BEhQKEgmnq6bmlWk7MhF-epQWajOC8Q,088-675008,
KK Penangah,Sabah,"KK Penangah, Pekan Penangah, Penangah, Kinabatangan, 89320, Tongod, Sabah",Malaysia,5.2783414,117.088771,FALSE,FALSE,TRUE,ChIJ3wMNjVTSPTIRkn7mxAxdU-I,089-561975 (,
KK Pensiangan,Sabah,"KK Pensiangan, Pekan Pensiangan, Pensiangan, 89957, Nabawan, Sabah",Malaysia,4.544705,116.311798,FALSE,FALSE,TRUE,ChIJ0cx6i_B9PTIR4c0pMXPDlbg,088-911028,
KK Perancangan,Sabah,"KK Perancangan, Kg Perancangan, Ranau, 89308, Ranau, Sabah",Malaysia,6.0747589,116.7951489,FALSE,FALSE,TRUE,ChIJ-4-fv32_OzIRLTQc-RArbYE,089-537649,
KK Pulau Bum-Bum,Sabah,"KK Pulau Bum-Bum, Kg Pulau Bum-Bum, Semporna, 91308, Semporna, Sabah",Malaysia,4.479391,118.611545,FALSE,FALSE,TRUE,ChIJiVC0_Qv_PzIR97v4MlP337I,087-821066 (,
KK Pulau Libaran,Sabah,"KK Pulau Libaran, Kg Pulau Libaran, Sandakan, 90009, Sandakan, Sabah",Malaysia,6.1150284,118.0200726,FALSE,FALSE,TRUE,ChIJh5UUN1XjODIRJrfFfq87kCc,089-232948,
KK Pulau Nunuyan,Sabah,"KK Pulau Nunuyan, Kg Pulau Nunuyun, Sandakan, 90009, Sandakan, Sabah",Malaysia,5.9209842,118.1079612,FALSE,FALSE,TRUE,ChIJm5Qis9bcODIRZYNj9FE94lc,089-531377,
KK Pulau Tambisan,Sabah,"KK Pulau Tambisan, Pekan Tambisan, Tambisan, Lahat Datu, 91120, Lahad Datu, Sabah",Malaysia,5.0217779,118.3300922,FALSE,FALSE,TRUE,ChIJZSlMXvR1PzIR_iVmmpc-ZkI,089-871125,
KK Semporna,Sabah,"KK Semporna, Kg Semporna, Semporna, 91308, Semporna, Sabah",Malaysia,4.470955,118.6079123,FALSE,FALSE,TRUE,ChIJI3-LWgD_PzIRQWnUoiTaa7I,087-821066 (,
KK Sepulot,Sabah,"KK Sepulot, Pekan Sepulot, Sepulot, Pensiangan, 89957, Nabawan, Sabah",Malaysia,4.544705,116.311798,FALSE,FALSE,TRUE,ChIJ0cx6i_B9PTIR4c0pMXPDlbg,088-754039,
KK Serusop,Sabah,"KK Serusop, Jalan SRK Serusop, Kampung Serusop, 89208 Tuaran, 89208, Tuaran, Sabah",Malaysia,6.176269,116.23279,FALSE,FALSE,TRUE,ChIJi6WeJNUPOzIRPqLgxMbavg4,088-794311,
KK Sikuati,Sabah,"KK Sikuati, Pekan Sikuati, Sikuati, Kudat, 89059, Kudat, Sabah",Malaysia,6.8830571,116.8466165,FALSE,FALSE,TRUE,ChIJPynBzgoLOjIR5YwDDT5RwcU,088-896524,
KK Silabukan,Sabah,"KK Silabukan, Batu 10, Jalan Tungku, Lahad Datu, 91120, Lahad Datu, Sabah",Malaysia,5.0106454,118.4667373,FALSE,FALSE,TRUE,Ej4xMCwgSmxuIExhaGFkIERhdHUgLSBUdW5na3UsIDkxMTAwIExhaGFkIERhdHUsIFNhYmFoLCBNYWxheXNpYSIwEi4KFAoSCZ-7QkIYnT8yEbh8EBUuMaYlEAoqFAoSCS2l5HrlnT8yEdTqersPL2y0,089-821510,
KK Simpangan,Sabah,"KK Simpangan, Jalan Ranau, Pekan Nabalu, 89208 Tuaran, 89208, Tuaran, Sabah",Malaysia,6.014767,116.4853167,FALSE,FALSE,TRUE,EkE4OTIwOCwgSmFsYW4gVGFtcGFydWxpIC0gUmFuYXUsIDg5MTUwIEtvdGEgQmVsdWQsIFNhYmFoLCBNYWxheXNpYSIyEjAKFAoSCUmAAG4ZnzsyEdqUYWTUhzFmEPi4BSoUChIJZxjnfTcKOzIRpMwym4XGZZQ,088-792330,
KK Sindumin,Sabah,"KK Sindumin, Pekan Sindumin, Sindumin, Sipitang, 89657, Sipitang, Sabah",Malaysia,4.987916,115.5270949,FALSE,FALSE,TRUE,ChIJtwz2pVbOIjIRE76EvKeBFUA,087-773318,
KK Sook,Sabah,"KK Sook, Jalan Tulid-Mansiat, Sook Keningau, 89007, Keningau, Sabah",Malaysia,5.1478637,116.3082718,FALSE,FALSE,TRUE,ChIJ46dQbmH9PDIRcCHXcoShdZY,087-724003,
KK Suan Lamba,Sabah,"KK Suan Lamba, Kampung Suan Lamba, Suan Lamba, Sandakan, 90009, Sandakan, Sabah",Malaysia,5.8558862,118.0721949,FALSE,FALSE,TRUE,ChIJeeMUVyvFODIRU9NwQzGfCo8,089-568826,
KK Suangpai,Sabah,"KK Suangpai, Kg Suangpai, 89059, Kudat, Sabah",Malaysia,7.0034863,116.7736268,FALSE,FALSE,TRUE,ChIJW55tUXOfMDIRtzi_3vrJbow,089-845001,
KK Sukau,Sabah,"KK Sukau, Pekan Sukau, Sukau, Kinabatangan, 90200, Kinabatangan, Sabah",Malaysia,5.528086,118.304497,FALSE,FALSE,TRUE,ChIJr1jwOSlIPzIRKOn6uzI15vI,089-232669,
KK Sungai Manila,Sabah,"KK Sungai Manila, Kampung Sungai Manila, Sungai Manila, Sandakan, 90009, Sandakan, Sabah",Malaysia,5.8558862,118.0721949,FALSE,FALSE,TRUE,ChIJeeMUVyvFODIRU9NwQzGfCo8,089-792003,
KK Sungai Tamang,Sabah,"KK Sungai Tamang, Kampung Sungai Tamang, Tawau, 91000, Tawau, Sabah",Malaysia,4.1765939,117.8055723,FALSE,FALSE,TRUE,ChIJQz8j5XKiFTIRDrB1hX6byH0,089-232287,
KK Sungai-Sungai,Sabah,"KK Sungai-Sungai, Kampung Sungai-Sungai, Sungai Sungai, Beluran, 90108, Beluran, Sabah",Malaysia,5.9843644,116.077344,FALSE,FALSE,TRUE,ChIJp6um5pVpOzIRfnqUFmozgvE,088-511122,
KK Sunsuron,Sabah,"KK Sunsuron, Jalan Tambunan-Kota Kinabalu, Simpang Kanan, SK Sunsuron, Tambunan, 89650, Tambunan, Sabah",Malaysia,5.7399234,116.3791253,FALSE,FALSE,TRUE,ChIJCyI1NuGAPDIRfAMo6Nb_sBE,089-951029,
KK Tagas-Tagas,Sabah,"KK Tagas-Tagas, Kampung Tagas-Tagas, Tagas-Tagas, Beluran, 90108, Beluran, Sabah",Malaysia,5.99177,117.395599,FALSE,FALSE,TRUE,ChIJITErPZtCOTIR0WNZl0OSIiI,089-239700,
KK Taginambur,Sabah,"KK Taginambur, Batu 10, Jalan Ranau Bypass, 89158 Kota Belud, 88300, Kota Belud, Sabah",Malaysia,6.2274959,116.4501445,FALSE,FALSE,TRUE,ChIJE8OpFkSoOzIRp1WgEZKuDF4,088-433357,
KK Taman Sejati,Sabah,"KK Taman Sejati , Lot 12857,Taman Sejati Off Taman Semarak, Jalan Kuhara, 91000, Tawau, Sabah",Malaysia,4.2979879,117.8854666,FALSE,FALSE,TRUE,ChIJL5wc1E2dFTIRattrKyxS_5k,089-715129,
KK Tamparuli,Sabah,"KK Tamparuli, W.D.T 59, 89275 Tamparuli, 89208, Tuaran, Sabah",Malaysia,6.1342129,116.2663829,FALSE,FALSE,TRUE,ChIJS_kZZyMNOzIR250da9WAecw,088-792330,
KK Tandek,Sabah,"KK Tandek, Pekan Tandek, Tandek, Kota Murudu, 89059, Kota Marudu, Sabah",Malaysia,6.5336036,116.8537536,FALSE,FALSE,TRUE,ChIJX9sssXk5OjIRRGppimbqM8E,087-897260,
KK Tangkarason,Sabah,"KK Tangkarason, Kampung Tangkarason, Tangkarason, Beluran, 90108, Beluran, Sabah",Malaysia,6.5040188,117.3688306,FALSE,FALSE,TRUE,ChIJq6qqqg-bOTIRWCUM_nZEXaE,088-511122,
KK Telaga,Sabah,"KK Telaga, Kampung Telaga, Telaga, Pitas, Kudat, 89108, Pitas, Sabah",Malaysia,5.9843644,116.077344,FALSE,FALSE,TRUE,ChIJp6um5pVpOzIRfnqUFmozgvE,088-687849,
KK Telipok,Sabah,"KK Telipok, Jalan Tuaran, Pekan Telipok, Telipok, Kota Kinabalu, 89200, Kota Kinabalu, Sabah",Malaysia,6.0882144,116.1940105,FALSE,FALSE,TRUE,EjtKYWxhbiBUdWFyYW4sIFBla2FuIFRlbGlwb2ssIEtvdGEgS2luYWJhbHUsIFNhYmFoLCBNYWxheXNpYSIuKiwKFAoSCYNe3mONbDsyET43Ira_4MG4EhQKEgkDgyZ05RI7MhHcBnldgx1IBw,088-765704,
KK Telupid,Sabah,"KK Telupid, Klinik Kesihatan Telupid, Peti Surat 11, 89300 Telupid, 89300, Telupid, Sabah",Malaysia,5.6296267,117.1207733,FALSE,FALSE,TRUE,ChIJA0P7fNYDPDIRx5acxQKClG4,089-521733,
KK Tenghilan,Sabah,"KK Tenghilan, Jalan Kampung Tenghilan Tuaran, 89208 Tuaran, 89208, Tuaran, Sabah",Malaysia,6.257484,116.337799,FALSE,FALSE,TRUE,ChIJQQw5EZAGOzIRk2mPehynZXs,088-794311,
KK Terian,Sabah,"KK Terian, Kampong Terian, Peti Surat 434, 89500, Penampang, Sabah",Malaysia,5.8104002,116.1808,FALSE,FALSE,TRUE,ChIJb6PVVqBjOzIR2wQ7C1WWJ-U,088-638005,
KK Terusan Sugut,Sabah,"KK Terusan Sugut, Kampung Terusan Sugut, Beluran, 90108, Beluran, Sabah",Malaysia,6.4196552,117.6963582,FALSE,FALSE,TRUE,ChIJnYJMcQClOTIR2XErRAQmdog,098-239006,
KK Timbua,Sabah,"KK Timbua, Kampung Timbua, Ranau, 89308, Ranau, Sabah",Malaysia,6.1125707,116.8603766,FALSE,FALSE,TRUE,ChIJf1APXM_GOzIRLptXvec93to,089-225800,
KK Tinangol,Sabah,"KK Tinangol, Kampung Tinangol, Tinangol, Kudat, 89507, Kudat, Sabah",Malaysia,6.7897915,116.7022257,FALSE,FALSE,TRUE,ChIJj69vnblvOjIRrjzo-QvBuBc,088-896812,
KK Tongod,Sabah,"KK Tongod, Pekan Tongod, Tongod, Kinabatangan, 89320, Tongod, Sabah",Malaysia,5.2750588,116.9760037,FALSE,FALSE,TRUE,ChIJU3jCybA6PDIRVza3Kzjtnxg,087-721918,
KK Tulid,Sabah,"KK Tulid, Jalan Tulid, Kg. Tulid, Sook, Keningau, 89007, Keningau, Sabah",Malaysia,5.1458904,116.3068865,FALSE,FALSE,TRUE,ChIJ67T53fP9PDIRieLRSgm9vqw,087-345002,
KK Tungku,Sabah,"KK Tungku, Pekan Tungku, Tungku, Lahat Datu, 91120, Lahad Datu, Sabah",Malaysia,5.0239867,118.8885192,FALSE,FALSE,TRUE,ChIJM6XtMyGIQDIRJUVKReSvDzw,087-743001,
KK Ulu Dusun,Sabah,"KK Ulu Dusun, Kampung Ulu Dusun, Ulu Dusun, Sandakan, 90009, Sandakan, Sabah",Malaysia,5.790221,117.7736969,FALSE,FALSE,TRUE,ChIJbWYKdK0vOTIRIBqSC-gk3g0,089-781695,
KK Ulu Kimanis,Sabah,"KK Ulu Kimanis, Kampung Ulu Kimanis, Kimanis, 89700 Papar, 89600, Papar, Sabah",Malaysia,5.6285751,115.9096651,FALSE,FALSE,TRUE,EkJKYWxhbiBLZW5pbmdhdSBLaW1hbmlzLCBQZWthbiBMYW1hIEtpbWFuaXMsIFBhcGFyLCBTYWJhaCwgTWFsYXlzaWEiLiosChQKEglVbV8jsaQ8MhH7Wa-6RYfm4xIUChIJg42He9CkPDIRM2mEoaArYuE,088-717978,
KK UTC Keningau,Sabah,"KK UTC Keningau, Lot 1, Bangunan UTC, Jalan Market, Keningau, 89008, Keningau, Sabah",Malaysia,5.3374039,116.1566801,FALSE,FALSE,TRUE,ChIJvT2HzN3uPDIR6eihp77DwJc,087-3337255,
KK UTC Kota Kinabalu,Sabah,"KK UTC Kota Kinabalu, Tingkat Bawah, Wisma UTC Sabah, Off Jalan Tunku Abdul Rahman, 88100 Kota Kinabalu , 88100, Kota Kinabalu, Sabah",Malaysia,5.9631334,116.0694377,FALSE,FALSE,TRUE,ChIJQwbf57lpOzIRIealyYZJ42g,088-236813,
KK UTC Tawau,Sabah,"KK UTC Tawau, Taman Sejati, Lot 18, TB12857, Two Storey Intermediate Commercial Building, Batu 5, Jalan Kuhara, 91000, Tawau, Sabah",Malaysia,4.2979879,117.8854666,FALSE,FALSE,TRUE,ChIJL5wc1E2dFTIRattrKyxS_5k,087-741004,
KK Weston,Sabah,"KK Weston, Pekan Weston, 89807, Beaufort, Sabah",Malaysia,5.2159432,115.6007142,FALSE,FALSE,TRUE,ChIJR0LYT6grIzIRjjArG3ehg1E,087- 871201,
KKIA Beaufort,Sabah,"KKIA Beaufort, Pejabat Kesihatan Kawasan Beaufort, Peti Surat 101, 89807, Beaufort, Sabah",Malaysia,5.3436367,115.7453673,FALSE,FALSE,TRUE,ChIJc3BDMcXNPDIRo76NgTSY9H0,087-211182,
KKIA Beluran,Sabah,"KKIA Beluran, Klinik Kesihatan Ibu dan Anak Beluran, Peti Surat 117, 90107, Beluran, Sabah",Malaysia,5.8926376,117.5551265,FALSE,FALSE,TRUE,ChIJk9XhDh85OTIR7p5nTT260Nk,089-511236,
KKIA Keningau,Sabah,"KKIA Keningau , d/a Pejabat Kesihatan Kawasan Keningau, Peti Surat 94, 89007, Keningau, Sabah",Malaysia,5.3374039,116.1566801,FALSE,FALSE,TRUE,ChIJvT2HzN3uPDIR6eihp77DwJc,087-331204,
KKIA Kinabutan,Sabah,"KKIA Kinabutan, PKK Tawau,Peti Surat 990, Jalan Datuk Chong Thien Vun, Sin On, 91000 Tawau, 91000, Tawau, Sabah",Malaysia,4.2724311,117.9043438,FALSE,FALSE,TRUE,ChIJP01deNydFTIRxnvpDG9Vg1Q,089-920523,
KKIA Kota Belud,Sabah,"KKIA Kota Belud, Klinik Kesihatan Ibu dan Anak, Kg. Pirasan, Jalan Bypass Kota Belud-Ranau, Kota Belud, 89158, Kota Belud, Sabah",Malaysia,6.3458172,116.431303,FALSE,FALSE,TRUE,ChIJA2Jm1bqqOzIRIg7wXoQH0Po,088-976611,
KKIA Kota Kinabatangan,Sabah,"KKIA Kota Kinabatangan, d/a Pejabat Kesihatan Kawasan Kinabatangan, WDT 40, 90200, Kinabatangan, Sabah",Malaysia,5.586506,117.8500842,FALSE,FALSE,TRUE,ChIJA7nEGRL8PjIR3nH4yJBJ0XA,089-561451,
KKIA Kota Marudu,Sabah,"KKIA Kota Marudu, Jalan Lotong, Peti Surat 421, Kota Marudu, 89108, Kota Marudu, Sabah",Malaysia,6.4958553,116.7610573,FALSE,FALSE,TRUE,ChIJ-wtumK89OjIR0j89amJaJ1M,088-661884 (,
KKIA Kuala Penyu,Sabah,"KKIA Kuala Penyu, d/a Pejabat Kesihatan Daerah Kuala Penyu, 89747, Kuala Penyu, Sabah",Malaysia,5.5712796,115.5986877,FALSE,FALSE,TRUE,ChIJT3MHP-lJIzIRjpjgbczn1p0,087-884333,
KKIA Kudat,Sabah,"KKIA Kudat, d/a Pejabat Kesihatan Kawasan Kudat, Beg Berkunci 6, 89059, Kudat, Sabah",Malaysia,6.8830571,116.8466165,FALSE,FALSE,TRUE,ChIJPynBzgoLOjIR5YwDDT5RwcU,088-611581,
KKIA Kunak 1,Sabah,"KKIA Kunak 1, d/a Pejabat Kesihatan Daerah Kunak, Peti Surat 990, Kunak, 91008, Kunak, Sabah",Malaysia,4.686116,118.2511462,FALSE,FALSE,TRUE,ChIJWXaL_JbJPzIRVK9j44E6yQ8,089-851745,
KKIA Kunak 2,Sabah,"KKIA Kunak 2, d/a Pejabat Kesihatan Daerah Kunak, Peti Surat 6, 91008, Kunak, Sabah",Malaysia,4.686116,118.2511462,FALSE,FALSE,TRUE,ChIJWXaL_JbJPzIRVK9j44E6yQ8,089-894100,
KKIA Papar,Sabah,"KKIA Papar, d/a Pejabat Kesihatan Daerah Papar, Jalan Hospital Lama, Peti Surat 109, 89608 Papar, 89608, Papar, Sabah",Malaysia,5.7369608,115.9328641,FALSE,FALSE,TRUE,ChIJmdc0GCWnPDIROipbCEWVzfY,088-913580,
KKIA Pekan,Sabah,"KKIA Pekan, Klinik Kesihatan Ibu dan Anak, Jalan Kg. Air, Bandar Raya Kota Kinabalu, 88300, Kota Kinabalu, Sabah",Malaysia,5.923283,116.0512391,FALSE,FALSE,TRUE,ChIJR9-lEAVoOzIRKBaUEHMtoc8,088-255242,
KKIA Pitas,Sabah,"KKIA Pitas, Klinik Kesihatan Ibu dan Anak, Pejabat Kesihatan Daerah Pitas, Pekan Pitas, 89059, Pitas, Sabah",Malaysia,6.7298525,117.054136,FALSE,FALSE,TRUE,ChIJSQZBn90bOjIR0mguuh9ahpg,088-671376,
KKIA Ranau,Sabah,"KKIA Ranau, Klinik Kesihatan Ibu Dan Anak, Jalan Hospital Ranau, Pekan Ranau, 89200, Ranau, Sabah",Malaysia,5.9544136,116.6702341,FALSE,FALSE,TRUE,ChIJNRyi_zCROzIRnqfaxhrxr90,088-876088,
KKIA Sandakan,Sabah,"KKIA Sandakan, Klinik Kesihatan Ibu dan Anak, Bandar Sandakan, 90009, Sandakan, Sabah",Malaysia,5.8376462,118.1037621,FALSE,FALSE,TRUE,ChIJi3EwcMXaODIRhZaJQPCNRGI,089-212517,
KKIA Sipitang,Sabah,"KKIA Sipitang, Klinik Kesihatan Ibu dan Anak, Pekan Sipitang, 89807, Sipitang, Sabah",Malaysia,5.0965272,115.5626629,FALSE,FALSE,TRUE,ChIJnzHrV6vWIjIR6fAukHjHPvE,087-821320,
KKIA Tambunan,Sabah,"KKIA Tambunan, Pejabat Kesihatan Daerah Tambunan, Peti Surat 10, 89657 Tambunan, 89007, Tambunan, Sabah",Malaysia,5.721291,116.410779,FALSE,FALSE,TRUE,ChIJEyI1NuGAPDIRdhFQfHaBrn4,087-774219,
KKIA Tawau 1,Sabah,"KKIA Tawau 1, PKK Tawau,Peti Surat 990, Jalan Datuk Chong Thien Vun, Sin On, 91000 Tawau, 91000, Tawau, Sabah",Malaysia,4.2724311,117.9043438,FALSE,FALSE,TRUE,ChIJP01deNydFTIRxnvpDG9Vg1Q,089-772526,
KKIA Tenom,Sabah,"KKIA Tenom, Pejabat Kesihatan Daerah Tenom, Peti Surat 97, 89907 Tenom, 89907, Tenom, Sabah",Malaysia,5.1231478,115.941532,FALSE,FALSE,TRUE,ChIJH1y5BSwnPTIRXGKzmuLCVwQ,087-735355,
KKIA Tuaran,Sabah,"KKIA Tuaran, d/a Pejabat Kesihatan Kawasan Tuaran WDT 10, 89200, Tuaran, Sabah",Malaysia,6.1558353,116.2224899,FALSE,FALSE,TRUE,ChIJJ6LApxYSOzIRru-Ax8vV2aQ,088-788655,
